external_id,building_code,name,latitude,longitude,status,country,type,serial_numbers
Albania_ALBTIROCO01_CO Tirana 01,ALBTIROCO01,CO Tirana 01,41.327538,19.808572,Open,Albania,office,009-80757
Nigeria_NGAABUOCO01_CO Abuja 01,NGAABUOCO01,CO Abuja 01,9.057921,7.527067,Open,Nigeria,office,009-80785
Myanmar_MMRSITOFO01_FO Sittwe 01,MMRSITOFO01,FO Sittwe 01,20.133103,92.889403,Open,Myanmar,office,009-80E1B
Ecuador_ECUQITOSO01_SO Quito 01,ECUQITOSO01,SO Quito 01,-0.178552,-78.474518,Open,Ecuador,office,"009-8083A,009-80926"
Guatemala_GTMPUEOFU01_FU Puerto Barrios 01,GTMPUEOFU01,FU Puerto Barrios 01,15.727728,-88.591147,Open,Guatemala,office,009-80AF5
Rwanda_RWAKBROFO01_FO Kabarore 01,RWAKBROFO01,FO Kabarore 01,-1.6,30,Open,Rwanda,office,009-8084D
Ethiopia_ETHBHDOLO01_LO Bahir Dar 01,ETHBHDOLO01,LO Bahir Dar 01,11.595556,37.385556,Closed,Ethiopia,office,"009-807D4,009-8082B"
Nigeria_NGAOGOOSO01_SO Ogoja 01,NGAOGOOSO01,SO Ogoja 01,6.64401,8.796888,Open,Nigeria,office,009-80AA5
Kenya_KENGAROFO01_FO Garissa 01,KENGAROFO01,FO Garissa 01,-0.466847,39.642616,Open,Kenya,office,009-80A52
Rwanda_RWAKIGOCO01_CO Kigali 01,RWAKIGOCO01,CO Kigali 01,1,1,Open,Rwanda,office,009-8084D
Rwanda_RWAHUYOFO01_FO Huye 01,RWAHUYOFO01,FO Huye 01,-2.589477,29.746686,Open,Rwanda,office,009-808EC
Ethiopia_ETHTSOOSO01_SO Tsore 01,ETHTSOOSO01,SO Tsore 01,10.235878,34.624968,Open,Ethiopia,office,"009-80829,009-8082C"
Sudan_SDNPSUOCO01_CO Port Sudan 01,SDNPSUOCO01,CO Port Sudan 01,19.3456,37.1233,Open,Sudan,office,009-8084D
Zambia_ZMBLUSOCO02_CO Lusaka 02,ZMBLUSOCO02,CO Lusaka 02,-15.419999,28.353428,Planned,Zambia,office,009-8084D
Zambia_ZMBLUSOCO02_CO Lusaka 02,ZMBLUSOCO02,CO Lusaka 02,-15.419999,28.353428,Open,Zambia,office,009-8084D
Costa Rica_CRIJOSOCO02_CO San Jose 02,CRIJOSOCO02,CO San Jose 02,9.929566,-84.098676,Open,Costa Rica,office,009-80786
Lebanon_LBNTYROFO02_FO Tyre 02,LBNTYROFO02,FO Tyre 02,33.257022,35.220657,Open,Lebanon,office,"009-809EA,009-80AF4"
Chad_TCDABEOFU01_FU Abeche 01,TCDABEOFU01,FU Abeche 01,13.64944,21.58398,Closed,Chad,,009-8084D
