external_id,building_code,name,latitude,longitude,status,country,type,serial_number,serial_numbers
Tanzania_TZAKGOOSO01_SO Kigoma 01,TZAKGOOSO01,SO Kigoma 01,-4.883292,29.621839,Active,Tanzania,office,009-80831,009-80831
Tanzania_TZAKSUOFO01_FO Kasulu 01,TZAKSUOFO01,FO Kasulu 01,-4.563869,30.095747,Active,Tanzania,office,009-80DB7,009-80DB7
Thailand_THABANOMC01_MC Bangkok 01,THABANOMC01,MC Bangkok 01,13.76343,100.50814,Open,Thailand,office,,
Thailand_THABANORB01_RB Bangkok 01,THABANORB01,RB Bangkok 01,13.738759,100.54732,Active,Thailand,office,009-80E1A,009-80E1A
Thailand_THAMAEOFO01_FO Mae Hong Son 01,THAMAEOFO01,FO Mae Hong Son 01,19.30145,97.96974,Active,Thailand,office,009-807F6,009-807F6
Thailand_THAMSOOFO01_FO Mae Sot 01,THAMSOOFO01,FO Mae Sot 01,16.70401,98.57213,Active,Thailand,office,009-80AAE,009-80AAE
Togo_TGOLOMONO01_NO Lome 01,TGOLOMONO01,NO Lome 01,6.15255,1.233028,Active,Togo,office,009-80863,009-80863
Trinidad and Tobago_TTOPSPOCO01_CO Port of Spain 01,TTOPSPOCO01,CO Port of Spain 01,10.66283,-61.51076,Active,Trinidad and Tobago,office,009-80AD1,009-80AD1
Tunisia_TUNTNSOCO01_CO Tunis 01,TUNTNSOCO01,CO Tunis 01,36.832289,10.235672,Active,Tunisia,office,009-80835,009-80835
Tunisia_TUNZAROFO01_FO Zarzis 01,TUNZAROFO01,FO Zarzis 01,33.586881,11.071141,Active,Tunisia,office,009-8089A,009-8089A
Turkiye_TURANKOCO01_CO Ankara 01,TURANKOCO01,CO Ankara 01,39.894303,32.855259,Active,Turkiye,office,009-808EF,009-808EF
Turkiye_TURANKOSO01_SO Ankara 01,TURANKOSO01,SO Ankara 01,39.851386,32.847293,Active,Turkiye,office,009-80E14,009-80E14
Turkiye_TURANKOSO02_SO Ankara 02,TURANKOSO02,SO Ankara 02,39.871961,32.863269,Active,Turkiye,office,009-808E6,009-808E6
Turkiye_TURGAZOFO01_FO Gaziantep 01,TURGAZOFO01,FO Gaziantep 01,37.090896,37.345514,Open,Turkiye,office,,
Turkiye_TURGAZOSO01_SO Gaziantep 01,TURGAZOSO01,SO Gaziantep 01,37.08648,37.339959,Active,Turkiye,office,009-80906,009-80906
Turkiye_TURHATOFO01_FO Hatay 01,TURHATOFO01,FO Hatay 01,36.2240251,36.128362,Active,Turkiye,office,009-80903,009-80903
Turkiye_TURISTOFO01_FO Istanbul 01,TURISTOFO01,FO Istanbul 01,41.036641,28.991714,Active,Turkiye,office,009-8090D,009-8090D
Turkiye_TURISTOFO02_FO Istanbul 02,TURISTOFO02,FO Istanbul 02,41.069788,29.00898,Active,Turkiye,office,009-80E0F,009-80E0F
Turkiye_TURIZMOFO01_FO Izmir 01,TURIZMOFO01,FO Izmir 01,38.426558,27.133784,Active,Turkiye,office,009-808DA,009-808DA
Turkiye_TURSNLOFO01_FO Sanliurfa 01,TURSNLOFO01,FO Sanliurfa 01,37.159314,38.792963,Active,Turkiye,office,009-80905,009-80905
Turkiye_TURVANOFO01_FO Van 01,TURVANOFO01,FO Van 01,38.499361,43.386901,Open,Turkiye,office,,
Uganda_UGAADJOSO01_SO Adjumani Pakele 01,UGAADJOSO01,SO Adjumani Pakele 01,3.359071,31.852501,Active,Uganda,office,009-80B8B,009-80B8B
Uganda_UGAARXOSO01_SO Arua 01,UGAARXOSO01,SO Arua 01,3.01209,30.89223,Active,Uganda,office,009-8084A,009-8084A
Uganda_UGAKAMOCO01_CO Kampala 01,UGAKAMOCO01,CO Kampala 01,0.338251,32.596572,Active,Uganda,office,009-809E8,009-809E8
Uganda_UGAKAMOLO01_LO Kampala 01,UGAKAMOLO01,LO Kampala 01,0.324142,32.56546,Active,Uganda,office,009-809C6,009-809C6
Uganda_UGAKISOFU01_FU Kisoro 01,UGAKISOFU01,FU Kisoro 01,-1.28863,29.6907,Active,Uganda,office,009-809E1,009-809E1
Uganda_UGAKRYOFO01_FO Kiryandongo 01,UGAKRYOFO01,FO Kiryandongo 01,1.943785,32.156341,Active,Uganda,office,009-80DE6,009-80DE6
Uganda_UGAKYAOSO01_SO Kyangwali 01,UGAKYAOSO01,SO Kyangwali 01,1.192471,30.78127,Active,Uganda,office,009-80DEE,009-80DEE
Uganda_UGAKYKOFU01_FU Kyaka II 01,UGAKYKOFU01,FU Kyaka II 01,0.35782,31.081937,Active,Uganda,office,009-809C7,009-809C7
Uganda_UGALAMOFO01_FO Lamwo 01,UGALAMOFO01,FO Lamwo 01,3.437298,32.581819,Active,Uganda,office,009-80864,009-80864
Uganda_UGAMBAOSO01_SO Mbarara 01,UGAMBAOSO01,SO Mbarara 01,-0.597848,30.62917,Active,Uganda,office,009-809C8,009-809C8
Uganda_UGAMOYOSO01_SO Moyo 01,UGAMOYOSO01,SO Moyo 01,3.653009,31.758878,Active,Uganda,office,009-8084B,009-8084B
Uganda_UGANAKOFO01_FO Nakivale 01,UGANAKOFO01,FO Nakivale 01,-0.781066,30.949468,Active,Uganda,office,009-809DF,009-809DF
Uganda_UGARMNOFO01_FO Rwamwanja 01,UGARMNOFO01,FO Rwamwanja 01,0.338709,30.642988,Active,Uganda,office,009-809C9,009-809C9
Uganda_UGAYUMOSO01_SO Yumbe 01,UGAYUMOSO01,SO Yumbe 01,3.47253,31.244738,Active,Uganda,office,009-8084E,009-8084E
Ukraine_UKRCNVOFU01_FU Chernivtsi 01,UKRCNVOFU01,FU Chernivtsi 01,48.266099,25.9318,Open,Ukraine,office,,
Ukraine_UKRDPOOSO01_SO Dnipro 01,UKRDPOOSO01,SO Dnipro 01,48.466531,35.056154,Active,Ukraine,office,009-80DC1,009-80DC1
Ukraine_UKRKHVOFO01_FO Kharkiv 01,UKRKHVOFO01,FO Kharkiv 01,50.018276,36.233181,Open,Ukraine,office,,
Ukraine_UKRKYVOCO01_CO Kyiv 01,UKRKYVOCO01,CO Kyiv 01,50.438967,30.498928,Active,Ukraine,office,009-80E23,009-80E23
Ukraine_UKRLVOFO01_FO Lviv 01,UKRLVOFO01,FO Lviv 01,49.833999,24.037123,Open,Ukraine,office,,
Ukraine_UKROSAOFU01_FU Odesa 01,UKROSAOFU01,FU Odesa 01,46.473339,30.733733,Open,Ukraine,office,,
Ukraine_UKRUGROFO01_FO Uzhgorod 01,UKRUGROFO01,FO Uzhgorod 01,48.620081,22.294356,Active,Ukraine,office,009-80B23,009-80B23
Ukraine_UKRVNTOSO01_SO Vinnytsia 01,UKRVNTOSO01,SO Vinnytsia 01,49.227792,28.456776,Active,Ukraine,office,009-80DC4,009-80DC4
United Arab Emirates_AREABDOCO01_CO Abu Dhabi 01,AREABDOCO01,CO Abu Dhabi 01,24.470462,54.38213,Active,United Arab Emirates,office,009-8083F,009-8083F
United Arab Emirates_AREDBIOFO01_FO Dubai 01,AREDBIOFO01,FO Dubai 01,24.89521,55.07108,Active,United Arab Emirates,office,009-80B19,009-80B19
United Kingdom_GBRLONOCO01_CO London 01,GBRLONOCO01,CO London 01,51.5168,-0.11045,Active,United Kingdom,office,009-807DB,009-807DB
United States of America_USANEYOLO01_LO New York 01,USANEYOLO01,LO New York 01,40.71455,-74.00714,Open,United States of America,office,,
United States of America_USASDLOFO01_FO San DIego 01,USASDLOFO01,FO San DIego 01,32.722021,-117.16255,Open,United States of America,office,,
United States of America_USAWASOMC01_MC Washington 01,USAWASOMC01,MC Washington 01,38.9092,-77.042128,Active,United States of America,office,009-80925,009-80925
Uruguay_URYMOTONO01_NO Montevideo 01,URYMOTONO01,NO Montevideo 01,-34.90413,-56.20069,Open,Uruguay,office,,
Uzbekistan_UZBTASOFU01_FU Tashkent 01,UZBTASOFU01,FU Tashkent 01,41.282815,69.256894,Open,Uzbekistan,office,,
Venezuela_VENAYCOFU01_FU Puerto Ayacucho 01,VENAYCOFU01,FU Puerto Ayacucho 01,5.663774,-67.618059,Open,Venezuela,office,,
Venezuela_VENCAROCO01_CO Caracas 01,VENCAROCO01,CO Caracas 01,10.50378,-66.84832,Active,Venezuela,office,009-8088B,009-8088B
Venezuela_VENCGAOFO01_FO Ciudad Guayana 01,VENCGAOFO01,FO Ciudad Guayana 01,8.293666,-62.722014,Active,Venezuela,office,009-8088C,009-8088C
Venezuela_VENGUSOFO01_FO Guasdualito 01,VENGUSOFO01,FO Guasdualito 01,7.22861,-70.725675,Active,Venezuela,office,009-8088A,009-8088A
Venezuela_VENMRIOFO01_FO Maracaibo 01,VENMRIOFO01,FO Maracaibo 01,10.663479,-71.60499,Active,Venezuela,office,009-808FC,009-808FC
Venezuela_VENSCROFO01_FO San Cristobal 01,VENSCROFO01,FO San Cristobal 01,7.783942,-72.202589,Active,Venezuela,office,009-808FD,009-808FD
Venezuela_VENVNSOFU01_FU Santa Elena de Uairen 01,VENVNSOFU01,FU Santa Elena de Uairen 01,4.612192,-61.111182,Open,Venezuela,office,,
Western Sahara_ESHLAAOLO01_LO Laayoune 01,ESHLAAOLO01,LO Laayoune 01,27.151553,-13.190967,Active,Western Sahara,office,009-80834,009-80834
Yemen_YEMADEOSO01_SO Aden 01,YEMADEOSO01,SO Aden 01,12.808068,45.028587,Active,Yemen,office,009-80A73,009-80A73
Yemen_YEMHUDOFO01_FO Hudaydah 01,YEMHUDOFO01,FO Hudaydah 01,14.8122,42.938944,Active,Yemen,office,009-80A75,009-80A75
Yemen_YEMIBBOFO01_FO Ibb 01,YEMIBBOFO01,FO Ibb 01,13.985887,44.164868,Open,Yemen,office,,
Yemen_YEMKHARRC01_RC Kharaz 01,YEMKHARRC01,RC Kharaz 01,12.7352429,44.0567263,Active,Yemen,office,009-80A74,009-80A74
Yemen_YEMMRBOFO01_FO Marib  01,YEMMRBOFO01,FO Marib  01,15.46258,45.31708,Active,Yemen,office,009-80A9F,009-80A9F
Yemen_YEMSANOCO01_CO Sanaa 01,YEMSANOCO01,CO Sanaa 01,15.336439,44.186353,Active,Yemen,office,009-80A72,009-80A72
Yemen_YEMSANRRC01_RC Sanaa 01,YEMSANRRC01,RC Sanaa 01,15.302649,44.186307,Active,Yemen,office,009-80A99,009-80A99
Yemen_YEMSDAOFO01_FO Saada 01,YEMSDAOFO01,FO Saada 01,16.936056,43.755611,Active,Yemen,office,009-80AA0,009-80AA0
Zambia_ZMBKAWOFO01_FO Kawambwa 01,ZMBKAWOFO01,FO Kawambwa 01,-9.79431,29.08012,Active,Zambia,office,009-80A2E,009-80A2E
Zambia_ZMBLUSOCO01_CO Lusaka 01,ZMBLUSOCO01,CO Lusaka 01,-15.37333,28.39212,Active,Zambia,office,009-807DE,009-807DE
Zambia_ZMBLUSOCO02_CO Lusaka 02,ZMBLUSOCO02,CO Lusaka 02,-15.419999,28.353428,Open,Zambia,office,,
Zambia_ZMBSOLOFO01_FO Solwezi 01,ZMBSOLOFO01,FO Solwezi 01,-12.1858,26.4122,Active,Zambia,office,009-80A25,009-80A25
Zimbabwe_ZWEHRAOCO01_CO Harare 01,ZWEHRAOCO01,CO Harare 01,-17.7695,31.0393,Active,Zimbabwe,office,009-8075A,009-8075A
Zimbabwe_ZWETOGOFO01_FO Tongogara 01,ZWETOGOFO01,FO Tongogara 01,-20.347527,32.328551,Active,Zimbabwe,office,009-80820,009-80820
