index,MSRP_ASSET_ID,INTERFACE_LINE_NUMBER,ASSET_BOOK,ASSET_NUMBER,ASSET_DESCRIPTION,TAG_NUMBER,MANUFACTURER,SERIAL_NUMBER,MODEL_,ASSET_TYPE,ASSET_COST,DATE_PLACED_IN_SERVICE,PRORATE_CONVENTION,ASSET_UNITS,ASSET_CATEGORY_SEGMENT1,ASSET_CATEGORY_SEGMENT2,INV_GROUP_DESC,PROFILE_DESC,CATEGORY_DESC,VENDOR_ID,VENDOR_NAME,VENDOR_CLASS,AR_NUM,POSTING_STATUS,QUEUE_NAME,ASSET_KEY_SEGMENT1,ASSET_KEY_SEGMENT2,ASSET_KEY_SEGMENT3,IN_PHYSICAL_INVENTORY,IN_USE,ASSET_OWNERSHIP,BOUGHT,DEPRECIATE,YTD_DEPRECIATION,DEPRECIATION_RESERVE,DEPRECIATION_METHOD_,LIFE_IN_MONTHS,INVOICE_COST,COST_CLEARING_ACCOU_SEGMENT1,COST_CLEARING_ACCOU_SEGMENT2,COST_CLEARING_ACCOU_SEGMENT3,COST_CLEARING_ACCOU_SEGMENT4,COST_CLEARING_ACCOU_SEGMENT5,COST_CLEARING_ACCOU_SEGMENT6,COST_CLEARING_ACCOU_SEGMENT7,COST_CLEARING_ACCOU_SEGMENT8,ATTRIBUTE2,ATTRIBUTE_DATE1,AI_ATTRIBUTE2,GROUP_ASSET_NUMBER,MSRP_CATEGORY_ID,MSRP_PROFILE_ID,MSRP_ITEM_ID,MSRP_ASSET_BOOK,MSRP_ASSET_ID_1,INTERFACE_LINE_NUMBER_1,ASSET_DESCRIPTION_,AR_NUM_1,UNIT_ASSIGNED,EMPLOYEE_EMAIL_ADDRESS,ASSET_LOCATION_SEGMENT1,ASSET_LOCATION_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT1,DEPRECIATION_EXP_ACC_SEGMENT2,DEPRECIATION_EXP_ACC_SEGMENT3,DEPRECIATION_EXP_ACC_SEGMENT4,DEPRECIATION_EXP_ACC_SEGMENT5,DEPRECIATION_EXP_ACC_SEGMENT6,DEPRECIATION_EXP_ACC_SEGMENT7,DEPRECIATION_EXP_ACC_SEGMENT8
2224,1016360,1016360,UNHCR_ASSET_BOOK,1016360,"GEN, PERKINS, 200 KVA PRIME PO",708226, ,200KVAPKST, ,CAPITALIZED,31905,2018-05-22,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,2658.75,31905,STL,60,31905,110,0,991010,0,0,0,0,0,,2018-05-22,EP-GN-10030, ,505,GENERAT_60,5647,UNHCR,1016360,1016360,"GEN, PERKINS, 200 KVA PRIME PO",,1, ,BGD-DHA-DHA-BXX-001,DHK OFFICE,110,0,711020,0,0,0,0,0
269,1016778,1016778,UNHCR_ASSET_BOOK,1016778,"GEN, PERKINS, 60 KVA PRIME POW",678809, ,WX17L3359146, ,CAPITALIZED,12821.27,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,49211,"INTERNATIONAL RESCUE COMMITTEE, INC",P, ,POST,POST,OTHER,49211,DAMAGED,YES,YES,OWNED,NEW,YES,1068.44,12821.27,STL,60,12821.27,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1016778,1016778,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,TCD-WAD-IRI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
270,1016779,1016779,UNHCR_ASSET_BOOK,1016779,"GEN, PERKINS, 60 KVA PRIME POW",678810, ,WX17L3359149, ,CAPITALIZED,12821.27,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,49211,"INTERNATIONAL RESCUE COMMITTEE, INC",P, ,POST,POST,OTHER,49211,IN SERVICE,YES,YES,OWNED,NEW,YES,1068.44,12821.27,STL,60,12821.27,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1016779,1016779,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,TCD-WAD-GUE-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
271,1016780,1016780,UNHCR_ASSET_BOOK,1016780,"GEN, PERKINS, 40 KVA PRIME POW",678791, ,WX17L3359135, ,CAPITALIZED,13705.59,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1142.14,13705.59,STL,60,13705.59,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10047, ,505,GENERAT_60,5640,UNHCR,1016780,1016780,"GEN, PERKINS, 40 KVA PRIME POW",,1, ,TCD-SIL-KOU-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
272,1016781,1016781,UNHCR_ASSET_BOOK,1016781,"GEN, PERKINS, 40 KVA PRIME POW",678818, ,WX17L3359130, ,CAPITALIZED,13705.59,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,49211,"INTERNATIONAL RESCUE COMMITTEE, INC",P, ,POST,POST,OTHER,49211,DAMAGED,YES,YES,OWNED,NEW,YES,1142.14,13705.59,STL,60,13705.59,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10047, ,505,GENERAT_60,5640,UNHCR,1016781,1016781,"GEN, PERKINS, 40 KVA PRIME POW",,1, ,TCD-OUA-AML-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
273,1016782,1016782,UNHCR_ASSET_BOOK,1016782,"GEN, PERKINS, 40 KVA PRIME POW",678819, ,WX17L3359134, ,CAPITALIZED,13705.59,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1142.14,13705.59,STL,60,13705.59,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10047, ,505,GENERAT_60,5640,UNHCR,1016782,1016782,"GEN, PERKINS, 40 KVA PRIME POW",,1, ,TCD-OUA-AML-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
274,1016783,1016783,UNHCR_ASSET_BOOK,1016783,"GEN, PERKINS, 40 KVA PRIME POW",678821, ,WX17L3359160, ,CAPITALIZED,13705.59,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,49211,"INTERNATIONAL RESCUE COMMITTEE, INC",P, ,POST,POST,OTHER,49211,IN SERVICE,YES,YES,OWNED,NEW,YES,1142.14,13705.59,STL,60,13705.59,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10047, ,505,GENERAT_60,5640,UNHCR,1016783,1016783,"GEN, PERKINS, 40 KVA PRIME POW",,1, ,TCD-OUA-HAD-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
275,1016784,1016784,UNHCR_ASSET_BOOK,1016784,"GEN, PERKINS, 40 KVA PRIME POW",678822, ,WX17L3359127, ,CAPITALIZED,13705.59,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,81177,AFRICAN INITIATIVE FOR RELIEF AND DEVELO,P, ,POST,POST,OTHER,81177,DAMAGED,YES,YES,OWNED,NEW,YES,1142.14,13705.59,STL,60,13705.59,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10047, ,505,GENERAT_60,5640,UNHCR,1016784,1016784,"GEN, PERKINS, 40 KVA PRIME POW",,1, ,TCD-OUA-AML-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
276,1016785,1016785,UNHCR_ASSET_BOOK,1016785,"GEN, PERKINS, 40 KVA PRIME POW",678825, ,WX17L3359140, ,CAPITALIZED,13705.59,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,1142.14,13705.59,STL,60,13705.59,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10047, ,505,GENERAT_60,5640,UNHCR,1016785,1016785,"GEN, PERKINS, 40 KVA PRIME POW",,1, ,TCD-SIL-KOU-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
3136,1016786,1016786,UNHCR_ASSET_BOOK,1016786,"GEN, PERKINS, 40 KVA PRIME POW",678796, ,WX17L33591361, ,CAPITALIZED,13705.59,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,1142.14,13705.59,STL,60,13705.59,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10047, ,505,GENERAT_60,5640,UNHCR,1016786,1016786,"GEN, PERKINS, 40 KVA PRIME POW",,1, ,TCD-NDJ-NDX-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
277,1016787,1016787,UNHCR_ASSET_BOOK,1016787,"GEN, PERKINS, 40 KVA PRIME POW",678795, ,WX17L3359129, ,CAPITALIZED,13705.59,2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,46174,CROIX ROUGE DU TCHAD.,P, ,POST,POST,OTHER,46174,IN SERVICE,YES,YES,OWNED,NEW,YES,1142.14,13705.59,STL,60,13705.59,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10047, ,505,GENERAT_60,5640,UNHCR,1016787,1016787,"GEN, PERKINS, 40 KVA PRIME POW",,1, ,TCD-NDJ-NDX-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
278,1016788,1016788,UNHCR_ASSET_BOOK,1016788,"GEN, PERKINS, 60 KVA PRIME POW",678811, ,WX17L3359147, ,CAPITALIZED,"12852,93",2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,0,0,STL,60,0,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1016788,1016788,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,TCD-NDJ-NDX-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2213,1016789,1016789,UNHCR_ASSET_BOOK,1016789,"GEN, PERKINS, 60 KVA PRIME POW",678816, ,WX17L3359143, ,CAPITALIZED,"12852,93",2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,49211,"INTERNATIONAL RESCUE COMMITTEE, INC",P, ,POST,POST,OTHER,49211,IN SERVICE,YES,YES,OWNED,NEW,YES,0,0,STL,60,0,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1016789,1016789,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,TCD-WAD-IRI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
279,1016790,1016790,UNHCR_ASSET_BOOK,1016790,"GEN, PERKINS, 60 KVA PRIME POW",678823, ,WX17L3359145, ,CAPITALIZED,"12852,93",2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,49211,"INTERNATIONAL RESCUE COMMITTEE, INC",P, ,POST,POST,OTHER,49211,IN SERVICE,YES,YES,OWNED,NEW,YES,0,0,STL,60,0,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1016790,1016790,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,TCD-WAD-GUE-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
280,1016791,1016791,UNHCR_ASSET_BOOK,1016791,"GEN, PERKINS, 60 KVA PRIME POW",678826, ,WX17L3359144, ,CAPITALIZED,"12852,93",2018-05-01,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,49211,"INTERNATIONAL RESCUE COMMITTEE, INC",P, ,POST,POST,OTHER,49211,IN SERVICE,YES,YES,OWNED,NEW,YES,0,0,STL,60,0,110,0,991010,0,0,0,0,0,,2018-05-01,EP-GN-10155, ,505,GENERAT_60,5642,UNHCR,1016791,1016791,"GEN, PERKINS, 60 KVA PRIME POW",,1, ,TCD-ENN-AMD-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
281,1016824,1016824,UNHCR_ASSET_BOOK,1016824,"GENERATOR, PERKINS, WC/60 KVA",693955,PERKINS,17122114,STC-63KVA,CAPITALIZED,24353.35,2018-05-28,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,1991.96,24353.35,STL,60,24353.35,110,0,991010,0,0,0,0,0,,2018-05-28,EP-GN-10065, ,505,GENERAT_60,5082,UNHCR,1016824,1016824,"GENERATOR, PERKINS, WC/60 KVA",,1, ,NER-NIA-NIA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2214,1016840,1016840,UNHCR_ASSET_BOOK,1016840,GENERATOR,678798, ,WX17L33591116, ,CAPITALIZED,5776.12,2018-04-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,41297,PADJA MAHAMAT Jean-Jacques,E,10012610,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,0,5776.12,STL,60,5776.12,110,0,991010,0,0,0,0,0,,2018-04-26,EP-GN-10009, ,503,STI_60,7567,STI,1016840,1016840,GENERATOR,10012610,1,NOT FOUND,TCD-NDJ-NDX-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
282,1016841,1016841,UNHCR_ASSET_BOOK,1016841,GENERATOR,678824, ,WX17L3359117, ,CAPITALIZED,5776.12,2018-04-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERIALLY-TRACKED ITEMS,SERIALLY-TRACKED ITEMS 60,POWER GENERATORS,41297,PADJA MAHAMAT Jean-Jacques,E,10012610,POST,POST,UNHCR,UNHCR STAFF,IN SERVICE,YES,YES,OWNED,NEW,YES,0,5776.12,STL,60,5776.12,110,0,991010,0,0,0,0,0,,2018-04-26,EP-GN-10009, ,503,STI_60,7567,STI,1016841,1016841,GENERATOR,10012610,1,NOT FOUND,TCD-NDJ-NDX-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
283,1016862,1016862,UNHCR_ASSET_BOOK,1016862,"GENERATOR, PERKINS, WC/60 KVA",691432, ,FGWPEP38CJSB05237, ,CAPITALIZED,18900,2018-03-12,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,945,18900,STL,60,18900,110,0,991010,0,0,0,0,0,,2018-03-12,EP-GN-10065, ,505,GENERAT_60,5082,UNHCR,1016862,1016862,"GENERATOR, PERKINS, WC/60 KVA",,1, ,ETH-BEN-ASO-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2215,1016863,1016863,UNHCR_ASSET_BOOK,1016863,"GENERATOR, PERKINS, WC/50 KVA ",691422, ,FGWPEP38JJSB03975, ,CAPITALIZED,17788,2018-03-12,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,889.4,17788,STL,60,17788,110,0,991010,0,0,0,0,0,,2018-03-12,EP-GN-10115, ,505,GENERAT_60,7915,UNHCR,1016863,1016863,"GENERATOR, PERKINS, WC/50 KVA ",,1, ,ETH-BEN-ASO-BXX-001,TONGO,110,0,711020,0,0,0,0,0
286,1017225,1017225,UNHCR_ASSET_BOOK,1017225,"GEN, PERKINS, 100KVA 1104C-44T",625012, ,U552269W, ,CAPITALIZED,11000,2017-12-31,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,USED,YES,0,11000,STL,60,11000,110,0,991010,0,0,0,0,0,,2017-12-31,EP-GN-10051, ,504,GENERAT_60,8471,UNHCR,1017225,1017225,"GEN, PERKINS, 100KVA 1104C-44T",,1, ,SSD-CEN-JUB-BXX-001,JUB WAREHOUSE,110,0,711020,0,0,0,0,0
287,1017227,1017227,UNHCR_ASSET_BOOK,1017227,GENERATOR KVA: 80 Engine Type:,625014, ,1006P6TG2A14HC516259, ,CAPITALIZED,11000,2017-12-31,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,114389,ACTION AFRICA HELP INTERNATIONAL,P, ,POST,POST,OTHER,114389,DAMAGED,YES,YES,OWNED,USED,YES,0,11000,STL,60,11000,110,0,991010,0,0,0,0,0,,2017-12-31,EP-GN-10049, ,503,GENERAT_60,8470,UNHCR,1017227,1017227,GENERATOR KVA: 80 Engine Type:,,1, ,SSD-UPP-MAB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
288,1017314,1017314,UNHCR_ASSET_BOOK,1017314,GENERATOR KVA: 80 Engine Type:,652149, ,1006P6TG2A14HC50299, ,CAPITALIZED,11000,2017-12-31,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,USED,YES,0,11000,STL,60,11000,110,0,991010,0,0,0,0,0,,2017-12-31,EP-GN-10049, ,503,GENERAT_60,8470,UNHCR,1017314,1017314,GENERATOR KVA: 80 Engine Type:,,1, ,SSD-CEN-JUB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
232,1017542,1017542,UNHCR_ASSET_BOOK,1017542,"GENERATOR, PERKINS, WC/60 KVA",693956, ,DK32032U487794C, ,CAPITALIZED,23467.77,2018-06-06,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,32375,COMMISSION NATIONALE D ELIGIBILITE CNE,P, ,POST,POST,OTHER,32375,IN SERVICE,YES,YES,OWNED,NEW,YES,2306.7,23467.77,STL,60,23467.77,110,0,991010,0,0,0,0,0,,2018-06-06,EP-GN-10065, ,505,GENERAT_60,5082,UNHCR,1017542,1017542,"GENERATOR, PERKINS, WC/60 KVA",,1, ,NER-NIA-NIA-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
233,1017547,1017547,UNHCR_ASSET_BOOK,1017547,"GENERATOR, PERKINS, WC/60 KVA",690471, ,TP1703000846, ,CAPITALIZED,12622.56,2018-06-07,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1260.23,12622.56,STL,60,12622.56,110,0,991010,0,0,0,0,0,,2018-06-07,EP-GN-10065, ,505,GENERAT_60,5082,UNHCR,1017547,1017547,"GENERATOR, PERKINS, WC/60 KVA",,1, ,NGA-CRO-OGO-BXX-001,CALABAR,110,0,711020,0,0,0,0,0
234,1017554,1017554,UNHCR_ASSET_BOOK,1017554,"GENERATOR, DEUTZ, 15 KVA",700093,BTI,2111F3A2564,GT15BMC,CAPITALIZED,12621.63,2018-04-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,106805,Humanitarian and Development Consortium,P, ,POST,POST,OTHER,106805,DAMAGED,YES,YES,OWNED,NEW,YES,841.44,12621.63,STL,60,12621.63,110,0,991010,0,0,0,0,0,,2018-04-26,EP-GN-10092, ,504,GENERAT_60,7893,UNHCR,1017554,1017554,"GENERATOR, DEUTZ, 15 KVA",,1, ,SSD-UPP-MAB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2194,1017555,1017555,UNHCR_ASSET_BOOK,1017555,"GENERATOR, DEUTZ, 15 KVA",700098,GTI,2111F3B2564,GT15BMC,CAPITALIZED,12621.63,2018-04-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,DAMAGED,YES,YES,OWNED,NEW,YES,841.44,12621.63,STL,60,12621.63,110,0,991010,0,0,0,0,0,,2018-04-26,EP-GN-10092, ,504,GENERAT_60,7893,UNHCR,1017555,1017555,"GENERATOR, DEUTZ, 15 KVA",,1, ,SSD-CEN-JUB-BXX-001,JUB WAREHOUSE,110,0,711020,0,0,0,0,0
3163,1017556,1017556,UNHCR_ASSET_BOOK,1017556,"GEN, PERKINS, 30 KVA PRIME POW",700094,GTI,113GA2564,GT30PMC,CAPITALIZED,13975.12,2018-04-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,100231,ACTED,P, ,POST,POST,OTHER,100231,DAMAGED,YES,YES,OWNED,NEW,YES,931.67,13975.12,STL,60,13975.12,110,0,991010,0,0,0,0,0,,2018-04-26,EP-GN-10046, ,505,GENERAT_60,5639,UNHCR,1017556,1017556,"GEN, PERKINS, 30 KVA PRIME POW",,1, ,SSD-UPP-MAB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
235,1017557,1017557,UNHCR_ASSET_BOOK,1017557,"GEN, PERKINS, 30 KVA PRIME POW",700097,GTI,1113GB2564,GT30PMC,CAPITALIZED,13975.12,2018-04-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,3692,RELIEF INTERNATIONAL,P, ,POST,POST,OTHER,3692,DAMAGED,YES,YES,OWNED,NEW,YES,931.67,13975.12,STL,60,13975.12,110,0,991010,0,0,0,0,0,,2018-04-26,EP-GN-10046, ,505,GENERAT_60,5639,UNHCR,1017557,1017557,"GEN, PERKINS, 30 KVA PRIME POW",,1, ,SSD-UPP-MAB-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
2195,1017558,1017558,UNHCR_ASSET_BOOK,1017558,"GENERATOR, PERKINS, 100 KVA",700091,GTI,1114C2C2564,GT100PMC,CAPITALIZED,"21502,25",2018-04-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,23816,ACTION AFRICA HELP INTERNATIONAL,P, ,POST,POST,OTHER,23816,IN SERVICE,YES,YES,OWNED,NEW,YES,0,0,STL,60,0,110,0,991010,0,0,0,0,0,,2018-04-26,EP-GN-10003, ,504,GENERAT_60,6163,UNHCR,1017558,1017558,"GENERATOR, PERKINS, 100 KVA",,1, ,SSD-CEN-YEI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
236,1017559,1017559,UNHCR_ASSET_BOOK,1017559,"GENERATOR, PERKINS, 100 KVA",700092,GTI,114C2A2564,GT100PMC,CAPITALIZED,"21502,25",2018-04-26,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,AIR COOLED POWER GENERATORS,226850,Mission to Alleviate Suffering in SSudan,P, ,POST,POST,OTHER,226850,IN SERVICE,YES,YES,OWNED,NEW,YES,0,0,STL,60,0,110,0,991010,0,0,0,0,0,,2018-04-26,EP-GN-10003, ,504,GENERAT_60,6163,UNHCR,1017559,1017559,"GENERATOR, PERKINS, 100 KVA",,1, ,SSD-CEN-YEI-BXX-001,DEFAULT,110,0,711020,0,0,0,0,0
237,1017602,1017602,UNHCR_ASSET_BOOK,1017602,"PERKINS GEN 100 KVA, WATER COO",700099, ,114C2B254, ,CAPITALIZED,21502.25,2018-04-25,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,FIXED ASSETS / PPE,GENERATORS 60,WATER COOLED POWER GENERATORS,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,2150.22,20427.13,STL,60,21502.25,110,0,991010,0,0,0,0,0,,2018-04-25,EP-GN-10050, ,505,GENERAT_60,5645,UNHCR,1017602,1017602,"PERKINS GEN 100 KVA, WATER COO",,1, ,SSD-UNI-JAM-BXX-001,SSDYI,110,0,711020,0,0,0,0,0
250,1017994,1017994,UNHCR_ASSET_BOOK,1017994,"GEN, PERKINS, 30 KVA PRIME POW",605157, ,1710-111A171019-0775,perkins,CAPITALIZED,13538.5,2018-05-02,HCR PRORAT,1,POWER GENERATION,GENERATORS AND SOLAR PANELS,SERVICES (NON-INVENTORY),GENERATORS 60,CARGO/PASSENGER TRANSPORT,2052,UNHCR,C, ,POST,POST,UNHCR,UNHCR,IN SERVICE,YES,YES,OWNED,NEW,YES,1128.2,13538.5,STL,60,13538.5,110,0,991010,0,0,0,0,0,,2018-05-02,EP-GN-10046, ,2122,GENERAT_60,6523,UNHCR,1017994,1017994,"GEN, PERKINS, 30 KVA PRIME POW",,1, ,ZWE-HAR-HAR-BXX-001,HAR 1,110,0,711020,0,0,0,0,0
